Pharmacy-Name,Phone,Credential,Location,Address,City,State,Zip,CredentialId,Zip Code,Counties,Planning Regions,Town Index
RITE AID  #10390,203-325-1260,PCY.0001475,"82 HOYT ST
CT 06905-5701
(41.061211, -73.53725)",82 HOYT ST,STAMFORD,CT,06905-5701,39101,84,1040,9,135
RITE AID  #10389,(203) 438-7378,PCY.0001885,"125 DANBURY RD
CT 06877-4139
(41.294583, -73.492898)",125 DANBURY RD,RIDGEFIELD,CT,06877-4139,376869,43,1040,9,118
RITE AID  #10386,(203) 259-2353,PCY.0001413,"1619 POST RD
CT 06824-5910
(41.141035, -73.260217)",1619 POST RD,FAIRFIELD,CT,06824-5910,38879,111,1040,2,51
RITE AID  #10385,(203) 748-4134,PCY.0001162,"1 PADANARAM RD
STE B, CT 06811-4836
(41.413006, -73.457791)",1 PADANARAM RD STE B,DANBURY,CT,06811-4836,38211,60,1040,9,34
RITE AID #10384,(203) 798-7520,PCY.0001883,"113 115 MILL PLAIN RD
CT 06811-5277
(41.391829, -73.522363)",113-115 MILL PLAIN RD,DANBURY,CT,06811-5277,376861,60,1040,9,34
RITE AID  #10383,(203) 740-1005,PCY.0001890,"215 FEDERAL RD
CT 06804-2630
(41.443022, -73.404855)",215 FEDERAL RD,BROOKFIELD,CT,06804-2630,377474,173,1040,9,18
RITE AID  #10382,(203) 792-6190,PCY.0000850,"289 GREENWOOD AVE
CT 06801-2402
(41.374594, -73.423346)",289 GREENWOOD AVE,BETHEL,CT,06801-2402,244287,77,1040,9,9
RITE AID  #10381,860-274-7559,PCY.0001277,"620 MAIN ST
CT 06795-2614
(41.601985, -73.116098)",620 MAIN ST,WATERTOWN,CT,06795-2614,246434,269,1042,4,153
RITE AID  #10378,(860) 589-7713,PCY.0001221,"8 S MAIN ST
STE A, CT 06786-6235
(41.677936, -73.011359)",8 S MAIN ST STE A,TERRYVILLE,CT,06786-6235,38234,53,1042,4,111
RITE AID #10376,(203) 377-8065,PCY.0001264,"3680 MAIN ST
CT 06614-4102
(41.209854, -73.129875)",3680 MAIN ST,STRATFORD,CT,06614-4102,38438,218,1040,2,138
RITE AID  #10375,(203) 230-0274,PCY.0000494,"2175 DIXWELL AVE
CT 06514-2405
(41.370191, -72.918598)",2175 DIXWELL AVE,HAMDEN,CT,06514-2405,245282,197,1044,7,62
RITE AID  #10372,(203) 484-0431,PCY.0001459,"1395 MIDDLETOWN AVE
CT 06472-1395
(41.392796, -72.792014)",1395 MIDDLETOWN AVE,NORTHFORD,CT,06472-1395,38906,166,1044,7,99
RITE AID  #10371,(203) 488-8703,PCY.0001449,"280 BRANFORD RD
CT 06471-9995
(41.32508, -72.770164)",280 BRANFORD RD,NORTH BRANFORD,CT,06471-9995,38899,131,1044,7,99
RITE AID  #10370,(203) 261-6493,PCY.0001366,"435 MAIN ST
CT 06468-1151
(41.322413, -73.265029)",435 MAIN ST,MONROE,CT,06468-1151,38667,3,1040,2,85
RITE AID  #10369,(203) 268-9091,PCY.0001179,"508 MONROE TPKE
CT 06468-2309
(41.317392, -73.215594)",508 MONROE TPKE,MONROE,CT,06468-2309,38217,3,1040,2,85
RITE AID  #10367,(203) 874-0845,PCY.0001159,"1387 NEW HAVEN AVE
CT 06460-8159
(41.228629, -72.996672)",1387 NEW HAVEN AVE,MILFORD,CT,06460-8159,225199,193,1044,7,84
RITE AID #10366,(860) 346-8601,PCY.0000717,"10 MAIN ST
A, CT 06457-3407
(41.557124, -72.647533)",10 MAIN ST # A,MIDDLETOWN,CT,06457-3407,37551,236,1043,3,83
RITE AID  #10361,(203) 271-0282,PCY.0001147,"922 S MAIN ST
CT 06410-3419
(41.479594, -72.905762)",922 S MAIN ST,CHESHIRE,CT,06410-3419,38208,63,1044,4,25
RITE AID  #10345,(860) 623-3327,PCY.0001458,"74 BRIDGE ST
CT 06088-9679
(41.929499, -72.616514)",74 BRIDGE ST,EAST WINDSOR,CT,06088-9679,38905,20,1041,1,47
RITE AID  #10341,(860) 824-5481,PCY.0001677,"76 MAIN ST
CT 06018-2460
(42.026712, -73.329161)",76 MAIN ST,CANAAN,CT,06018-2460,159990,233,1042,6,100
RITE AID  #10340,(860) 242-5551,PCY.0000066,"835 PARK AVE
CT 06002-2469
(41.829949, -72.735067)",835 PARK AVE,BLOOMFIELD,CT,06002-2469,36890,224,1041,1,11
RITE AID  #1033,(203) 865-3179,PCY.0000931,"85 MIDDLETOWN AVE
CT 06473-3927
(41.34023, -72.863418)",85 MIDDLETOWN AVE,NORTH HAVEN,CT,06473-3927,37773,168,1044,7,101
RELIANT  PHARMACY,(203) 262-8000,PCY.0002189,"200 MAIN ST S
CT 06488-4250
(41.475614, -73.218871)",200 MAIN ST S,SOUTHBURY,CT,06488-4250,949798,99,1044,4,130
PROFESSIONAL HOMECARE SERVICES INC,(860) 632-3600,PCY.0001879,"106 SEBETHE DR
STE A, CT 06416-1094
(41.610693, -72.707565)",106 SEBETHE DR STE A,CROMWELL,CT,06416-1094,375235,165,1043,3,33
PROCARE LTC PHARMACY OF CONNECTICUT LLC,(877) 827-7901,PCY.0002214,"1492 HIGHLAND AVE
CT 06410-1287
(41.543274, -72.892293)",1492 HIGHLAND AVE STE 1C,CHESHIRE,CT,06410-1287,997808,63,1044,4,25
PLAINVILLE COMMUNITY PHARMACY,(860) 222-9422,PCY.0002355,"170 EAST ST
CT 06062-2913
(41.66387, -72.863749)",170 EAST ST,PLAINVILLE,CT,06062-2913,1417364,260,1041,1,110
PHARMERICA,800-282-4321,PCY.0001654,"8 FAIRFIELD BLVD
CT 06492-1890
(41.487043, -72.78937)",8 FAIRFIELD BLVD STE 103,WALLINGFORD,CT,06492-1890,287079,195,1044,7,148
PETRICONE'S TORRINGTON PHARMACY,(860) 489-5511,PCY.0000773,"110 E MAIN ST
CT 06790-5429
(41.802021, -73.118856)",110 E MAIN ST,TORRINGTON,CT,06790-5429,37561,122,1042,6,143
OXFORD PHARMACY,(203) 888-4567,PCY.0000392,"100 OXFORD RD
CT 06478-1990
(41.407698, -73.094346)",100 OXFORD RD,OXFORD,CT,06478-1990,280525,12,1044,4,108
OUTPATIENT PHARMACY SERVICES AT YALE NEW HAVEN HEALTH,844-881-0043,PCY.0002330,"1100 SHERMAN AVE
CT 06514-1363
(41.396475, -72.920042)",1100 SHERMAN AVE,HAMDEN,CT,06514-1363,1327980,197,1044,7,62
ORONOQUE PHARMACY,2033781111,PCY.0001287,"7365 MAIN STREET
CT 06614
(41.253464, -73.100455)",7365 MAIN STREET,STRATFORD,CT,6614,38446,218,1040,2,138
NUTMEG PHARMACY,(860) 345-3607,PCY.0002191,"23 KILLINGWORTH RD
CT 06441-4242
(41.494954, -72.558359)",23 KILLINGWORTH RD,HIGGANUM,CT,06441-4242,950970,237,1043,3,61
NUTMEG PHARMACY,(860) 767-0206,PCY.0002367,"33 MAIN ST
CT 06409-1083
(41.351881, -72.411685)",33 MAIN ST,CENTERBROOK,CT,06409-1083,1469286,163,1043,3,50
NORWALK PHARMACY LLC,(203) 536-4901,PCY.0002172,"250 WESTPORT AVE
CT 06851-4158
(41.124839, -73.395781)",250 WESTPORT AVE,NORWALK,CT,06851-4158,923918,87,1040,9,103
NORTH STREET PHARMACY,2038692130,PCY.0000741,"1043 NORTH ST
CT 06831-2701
(41.140844, -73.639421)",1043 NORTH ST,GREENWICH,CT,06831-2701,225196,215,1040,9,57
NORTH HAVEN PHARMACY,(203) 239-2086,PCY.0000702,"278 MAPLE AVE
CT 06473-3326
(41.370443, -72.852234)",278 MAPLE AVE,NORTH HAVEN,CT,06473-3326,37547,168,1044,7,101
NEW HAVEN PHARMACY INC,(203) 777-3700,PCY.0002257,"382 GRAND AVE
CT 06513-3733
(41.308518, -72.902453)",382 GRAND AVE,NEW HAVEN,CT,06513-3733,1133663,242,1044,7,93
NEW CANAAN PHARMACY,(203) 920-1385,PCY.0002292,"44 EAST AVE
CT 06840-5518
(41.147668, -73.49005)",44 EAST AVE,NEW CANAAN,CT,06840-5518,1215066,180,1040,9,90
NEW BRITAIN PHARMACY,860-223-0522,PCY.0002260,"46 BROAD ST
CT 06053-4305
(41.67338, -72.785028)",46 BROAD ST,NEW BRITAIN,CT,06053-4305,1146910,17,1041,1,89
NB HEALTH CARE LLC,,PCY.0002291,"200 MAIN ST
CT 06051-2222
(41.666983, -72.782254)",200 MAIN ST,NEW BRITAIN,CT,06051-2222,1212758,17,1041,1,89
NATHAN HALE PHARMACY,(860) 873-1481,PCY.0001028,"26 FALLS RD
CT 06469
(41.505271, -72.447227)",26 FALLS RD,MOODUS,CT,6469,37985,234,1043,3,41
MEDICINE SHOPPE (THE),(860) 339-5667,PCY.0002318,"535 BOSTON POST RD
CT 06475-1506
(41.298608, -72.376153)",535 BOSTON POST RD,OLD SAYBROOK,CT,06475-1506,1291267,56,1043,3,106
MEDICINE SHOPPE (THE),860-875-2507,PCY.0000793,"79 EAST ST
CT 06066-3845
(41.86066, -72.431716)",79 EAST ST,VERNON ROCKVILLE,CT,06066-3845,37563,248,38,1,146
MEDICINE SHOPPE (THE),(860) 442-0669,PCY.0001118,"613 BROAD STREET
CT 06320
(41.366457, -72.122918)",613 BROAD STREET,NEW LONDON,CT,6320,246038,144,1045,8,95
MEDICAL PHARMACY INC,(860) 423-1661,PCY.0000892,"1213 MAIN ST
CT 06226-1907
(41.714043, -72.225524)",1213 MAIN ST,WILLIMANTIC,CT,06226-1907,37766,207,39,8,163
MEDICAL ARTS PHARMACY,(203) 590-3737,PCY.0002335,"15 CORPORATE DR
CT 06611-1351
(41.29616, -73.227272)",15 CORPORATE DR STE 1-1,TRUMBULL,CT,06611-1351,1343151,76,1040,2,144
MCQUADE'S PHARMACY INC,(860) 536-4606,PCY.0001547,"10 CLARA DR
CT 06355-1957
(41.372285, -71.954712)",10 CLARA DR,MYSTIC,CT,06355-1957,283469,135,1045,8,137
MANCHESTER RX LLC,(860) 649-1025,PCY.0001290,"348 MAIN ST
CT 06040-4123
(41.781428, -72.522239)",348 MAIN ST,MANCHESTER,CT,06040-4123,38449,263,1041,1,77
MAIN STREET PHARMACY 3 LLC,(203) 870-9902,PCY.0002190,"2117 BOSTON AVE
CT 06610-3030
(41.192539, -73.155251)",2117 BOSTON AVE,BRIDGEPORT,CT,06610-3030,950661,41,1040,2,15
MAIN STREET PHARMACY #2,203-297-6130,PCY.0002154,"151 MAIN ST
CT 06810-7805
(41.39292, -73.450523)",151 MAIN ST,DANBURY,CT,06810-7805,903724,1,1040,9,34
MAIN STREET PHARMACY,(860) 200-0909,PCY.0002387,"2550 MAIN ST
CT 06120-1936
(41.788929, -72.672016)",2550 MAIN ST,HARTFORD,CT,06120-1936,1626635,79,1041,1,64
LENOX PHARMA LLC D/B/A LENOX PHARMACY,(860) 649-0896,PCY.0000871,"299 E CENTER ST
CT 06040-5211
(41.777697, -72.510133)",299 E CENTER ST,MANCHESTER,CT,06040-5211,244292,263,1041,1,77
LEAR PHARMACY,(203) 735-7433,PCY.0000640,"198 WAKELEE AVE
CT 06401-1153
(41.345615, -73.090805)",198 WAKELEE AVE,ANSONIA,CT,06401-1153,247235,102,1044,4,2
LANGS PHARMACY OF WILTON CENTER,(203) 241-4711,PCY.0002343,"28 CENTER ST
CT 06897-3007
(41.194945, -73.43278)",28 CENTER ST,WILTON,CT,06897-3007,1383339,212,1040,9,161
KURE RX,860-206-3890,PCY.0002360,"1156 ALBANY AVE
CT 06112-2393
(41.781996, -72.695709)",1156 ALBANY AVE,HARTFORD,CT,06112-2393,1431032,175,1041,1,64
KENT STATION PHARMACY,(860) 927-3725,PCY.0000279,"38 N MAIN ST
CT 06757-1511
(41.726953, -73.475397)",38 N MAIN ST,KENT,CT,06757-1511,244508,52,1042,6,68
JEWETT CITY PHARMACY,(860) 376-4468,PCY.0000657,"78 MAIN ST
CT 06351-2226
(41.60609, -71.982069)",78 MAIN ST,JEWETT CITY,CT,06351-2226,37539,279,1045,8,58
HOWES DRUG & MEDICAL,(203) 878-2441,PCY.0000444,"78 BROAD ST
CT 06460-3353
(41.221277, -73.058429)",78 BROAD ST,MILFORD,CT,06460-3353,37321,193,1044,7,84
HOPMEADOW APOTHECARY,(860)651-3331,PCY.0001100,"1300 HOPMEADOW ST
CT 06070-1411
(41.901298, -72.786252)",1300 HOPMEADOW ST,SIMSBURY,CT,06070-1411,38004,18,1041,1,128
HERITAGE VILLAGE PHARMACY,,PCY.0002289,"493 HERITAGE RD
CT 06488-3847
(41.489512, -73.22512)",493 HERITAGE RD,SOUTHBURY,CT,06488-3847,1206720,99,1044,4,130
HEALTH CARE PHARMACY,(860) 263-8585,PCY.0002345,"740 MAPLE AVE
CT 06114-2314
(41.7399, -72.684336)",740 MAPLE AVE,HARTFORD,CT,06114-2314,1383651,8,1041,1,64
HARTFORD PHARMACY INC,(860) 422-8888,PCY.0002255,"469 PARK ST
CT 06106-1519
(41.757985, -72.684862)",469 PARK ST,HARTFORD,CT,06106-1519,1132955,182,1041,1,64
HARTFORD PHARMACY II,(860) 244-2222,PCY.0002349,"57 PARK ST
CT 06106-2520
(41.757267, -72.677042)",57 PARK ST,HARTFORD,CT,06106-2520,1397348,182,1041,1,64
HANCOCK'S PHARMACY AND SURGICAL CENTER,(203) 235-6323,PCY.0000897,"840 E MAIN ST
CT 06450-6008
(41.528321, -72.775253)",840 E MAIN ST,MERIDEN,CT,06450-6008,37770,199,1044,7,80
HANCOCK PHARMACY VII LLC,(203) 776-7100,PCY.0002174,"306 GRAND AVE
CT 06513-3730
(41.308702, -72.899542)",306 GRAND AVE,NEW HAVEN,CT,06513-3730,924540,242,1044,7,93
HANCOCK PHARMACY VI,(203) 734-8900,PCY.0002176,"95 WAKELEE AVE
CT 06401-1151
(41.338549, -73.090174)",95 WAKELEE AVE,ANSONIA,CT,06401-1151,924696,102,1044,4,2
HANCOCK PHARMACY V,(860) 346-9700,PCY.0002177,"644 MAIN ST
CT 06457-2731
(41.564897, -72.652324)",644 MAIN ST,MIDDLETOWN,CT,06457-2731,924761,236,1043,3,83
HANCOCK PHARMACY AT LONG WHARF INC,(203) 787-9908,PCY.0002211,"1 LONG WHARF DR
CT 06511-5991
(41.288558, -72.929033)",1 LONG WHARF DR STE 116,NEW HAVEN,CT,06511-5991,993487,275,1044,7,93
HANCOCK PHARMACY 2,(203) 368-9000,PCY.0002165,"1020 FAIRFIELD AVE
CT 06605-1187
(41.174276, -73.203808)",1020 FAIRFIELD AVE,BRIDGEPORT,CT,06605-1187,916005,214,1040,2,15
HANCOCK LTC INC,(203) 235-0335,PCY.0002306,"29 GRAVEL ST
CT 06450-4607
(41.529289, -72.775236)",29 GRAVEL ST,MERIDEN,CT,06450-4607,1261901,199,1044,7,80
GRIFFIN PHARMACY & GIFTS,(203) 732-1490,PCY.0001711,"130 DIVISION ST
CT 06418-1326
(41.335472, -73.088404)",130 DIVISION ST,DERBY,CT,06418-1326,292730,101,1044,4,37
GREENWICH PHARMACY LLC,(203)6612721,PCY.0002186,"116 GREENWICH AVE
CT 06830-5504
(41.028979, -73.626347)",116 GREENWICH AVE,GREENWICH,CT,06830-5504,947070,6,1040,9,57
GREENVILLE DRUG STORE,(860) 889-9857,PCY.0000731,"213 CENTRAL AVE
CT 06360-3801
(41.533513, -72.056734)",213 CENTRAL AVE,NORWICH,CT,06360-3801,247253,14,1045,8,104
GREENVIEW PHARMACY LLC,203-531-3323,PCY.0002131,"13 N WATER ST
CT 06830-5814
(41.004191, -73.657315)",13 N WATER ST,GREENWICH,CT,06830-5814,520350,6,2185,9,57
GREAT HILLS LLC,(203) 906-3993,PCY.0002333,"152 COLONY ST
A, CT 06451-3225
(41.542155, -72.800102)",152 COLONY ST # A,MERIDEN,CT,06451-3225,1337671,226,1044,7,80
GRANBY PHARMACY LLC,(860) 653-2517,PCY.0000810,"9 HARTFORD AVE
CT 06035-2308
(41.952346, -72.78782)",9 HARTFORD AVE,GRANBY,CT,06035-2308,37564,221,1041,1,56
GRAEBER'S PHARMACY INC,(203) 235-4463,PCY.0000416,"172 WEST MAIN STREET
CT 06450
(41.538625, -72.808652)",172 WEST MAIN STREET,MERIDEN,CT,6450,37316,226,1044,7,80
GPG LLC,(203) 801-0808,PCY.0002314,"118 MAIN ST
CT 06840-4709
(41.147034, -73.492196)",118 MAIN ST,NEW CANAAN,CT,06840-4709,1283179,180,1040,9,90
"GENOA HEALTHCARE, LLC",(860) 785-6052,PCY.0002309,"287 MAIN ST
CT 06118-1885
(41.742639, -72.632662)",287 MAIN ST STE A-2,EAST HARTFORD,CT,06118-1885,1273736,24,1041,1,43
"GENOA HEALTHCARE,LLC",(860) 253-2605,PCY.0002266,"153 HAZARD AVE
CT 06082-4592
(41.987459, -72.557022)",153 HAZARD AVE STE 100,ENFIELD,CT,06082-4592,1161448,108,1041,1,49
GENOA HEALTHCARE LLC,(888) 436-6277,PCY.0002140,"883 PADDOCK AVE
CT 06450-7044
(41.50608, -72.776372)",883 PADDOCK AVE,MERIDEN,CT,06450-7044,531263,199,1044,7,80
GENOA HEALTHCARE LLC,(253) 218-0830,PCY.0002382,"140 N FRONTAGE RD
CT 06250-1648
(41.731589, -72.211165)",140 N FRONTAGE RD,MANSFIELD CENTER,CT,06250-1648,1610630,32,38,1,78
GENOA HEALTHCARE LLC,(860) 215-4321,PCY.0002298,"47 TOWN ST
STE G, CT 06360-2323
(41.546948, -72.092172)",47 TOWN ST STE G,NORWICH,CT,06360-2323,1227902,14,1045,8,104
GENOA HEALTHCARE LLC,(860) 288-2119,PCY.0002151,"444 CENTER ST
CT 06040-3926
(41.773073, -72.539008)",444 CENTER ST,MANCHESTER,CT,06040-3926,900273,263,1041,1,77
GENOA HEALTHCARE LLC,203-301-8861,PCY.0002269,"941 BRIDGEPORT AVE
CT 06460-3142
(41.214773, -73.074076)",941 BRIDGEPORT AVE STE M5,MILFORD,CT,06460-3142,1169257,193,1044,7,84
GENOA HEALTHCARE LLC,860-479-2667,PCY.0002270,"91 NORTHWEST DR
CT 06062-1534
(41.691175, -72.879261)",91 NORTHWEST DR STE L-14,PLAINVILLE,CT,06062-1534,1169395,260,1041,1,110
GENOA HEALTHCARE LLC,(860) 447-9145,PCY.0002090,"21 MONTAUK AVE
CT 06320-4906
(41.348373, -72.105669)",21 MONTAUK AVE STE 102,NEW LONDON,CT,06320-4906,469503,144,1045,8,95
GENOA HEALTHCARE LLC,(860) 457-4690,PCY.0002135,"1007 N MAIN ST
CT 06241-2170
(41.834753, -71.877388)",1007 N MAIN ST,DAYVILLE,CT,06241-2170,525060,35,39,5,69
FORD PHARMACY & MED SUPPLY,(203) 729-2680,PCY.0000432,"2 CHURCH ST
CT 06770-4112
(41.487397, -73.056323)",2 CHURCH ST,NAUGATUCK,CT,06770-4112,37318,169,1044,4,88
EYE OF HORUS PHARMACEUTICAL SERVICES LLC,8607450183,PCY.0001177,"15 PALOMBA DRIVE
CT 06082
(41.997147, -72.573657)",15 PALOMBA DRIVE; SUITE #8,ENFIELD,CT,6082,38216,108,1041,1,49
ENGLISH APOTHECARY,203-792-3363,PCY.0002208,"140 GREENWOOD AVE
CT 06801-2530
(41.371144, -73.412319)",140 GREENWOOD AVE,BETHEL,CT,06801-2530,986516,77,1040,9,9
"DIXWELL PHARMACY, LLC",(203) 281-6571,PCY.0000382,"2380 DIXWELL AVE
CT 06514-1847
(41.376122, -72.915735)",2380 DIXWELL AVE,HAMDEN,CT,06514-1847,37314,197,1044,7,62
DELLA PIETRA PHARMACY,203-754-0181,PCY.0000696,"792 HIGHLAND AVE
CT 06708-4117
(41.536496, -73.052021)",792 HIGHLAND AVE,WATERBURY,CT,06708-4117,247248,55,1044,4,151
DANIELSON PHARMACY,(860) 774-9362,PCY.0002356,"77 WESTCOTT RD
CT 06239-2929
(41.809341, -71.875146)",77 WESTCOTT RD,DANIELSON,CT,06239-2929,1418004,71,39,5,69
CVS PHARMACY #954,(860) 314-2891,PCY.0001584,"311 MAIN ST
CT 06786-5928
(41.67989, -73.019399)",311 MAIN ST,TERRYVILLE,CT,06786-5928,173086,53,1042,4,111
CVS PHARMACY #953,(860) 675-9210,PCY.0001323,"45 S MAIN ST
CT 06085-1278
(41.75666, -72.886786)",45 S MAIN ST,UNIONVILLE,CT,06085-1278,38466,81,1041,1,52
CVS PHARMACY #942,(860) 779-0523,PCY.0001328,"542 PROVIDENCE RD
CT 06234-3413
(41.79872, -71.903428)",542 PROVIDENCE RD,BROOKLYN,CT,06234-3413,38468,37,39,5,19
CVS PHARMACY #941,(203) 933-5499,PCY.0001326,"844 JONES HILL RD
CT 06516-5643
(41.259986, -72.96539)",844 JONES HILL RD,WEST HAVEN,CT,06516-5643,38467,11,1044,7,156
CVS PHARMACY #935,(203) 294-8890,PCY.0002223,"891 N COLONY RD
CT 06492-2437
(41.480738, -72.810614)",891 N COLONY RD,WALLINGFORD,CT,06492-2437,1040720,195,1044,7,148
CVS PHARMACY #918,(203) 655-2865,PCY.0001462,"964 POST RD
CT 06820-4508
(41.076492, -73.47094)",964 POST RD,DARIEN,CT,06820-4508,38907,5,1040,9,35
CVS PHARMACY #916,(860) 945-3390,PCY.0001299,"26 DAVIS ST
CT 06779-1925
(41.588173, -73.0888)",26 DAVIS ST,OAKVILLE,CT,06779-1925,38453,96,1042,4,153
CVS PHARMACY #865,(203) 235-8285,PCY.0001289,"839 E MAIN ST
CT 06450-6006
(41.52827, -72.775136)",839 E MAIN ST,MERIDEN,CT,06450-6006,38448,199,1044,7,80
CVS PHARMACY #857,(203) 467-8876,PCY.0001304,"660 FOXON RD
CT 06513-1863
(41.322029, -72.852454)",660 FOXON RD,EAST HAVEN,CT,06513-1863,38455,242,1044,7,44
CVS PHARMACY #854,(203) 847-6057,PCY.0001283,"327 MAIN AVE
CT 06851-6156
(41.13677, -73.424916)",327 MAIN AVE,NORWALK,CT,06851-6156,38444,87,1040,9,103
CVS PHARMACY #85,(860) 569-0888,PCY.0002246,"972 SILVER LN
CT 06118-1248
(41.765618, -72.60116)",972 SILVER LN,EAST HARTFORD,CT,06118-1248,1082304,24,1041,1,43
CVS PHARMACY #840,(860) 956-7107,PCY.0001286,"908 MAPLE AVE
CT 06114-2723
(41.734359, -72.687204)",908 MAPLE AVE,HARTFORD,CT,06114-2723,38445,8,1041,1,64
CVS PHARMACY #839,(860) 793-9248,PCY.0001276,"14 FARMINGTON AVE
CT 06062-1780
(41.675272, -72.857973)",14 FARMINGTON AVE,PLAINVILLE,CT,06062-1780,38443,260,1041,1,110
CVS PHARMACY #8249,(860) 963-2548,PCY.0002149,"57 PROVIDENCE PIKE
CT 06260-2413
(41.924975, -71.87677)",57 PROVIDENCE PIKE,PUTNAM,CT,06260-2413,897486,39,39,5,116
CVS PHARMACY #822,(860) 354-4455,PCY.0001271,"40 EAST ST
CT 06776-3014
(41.579274, -73.408642)",40 EAST ST,NEW MILFORD,CT,06776-3014,286845,88,1042,9,96
CVS PHARMACY #811,(203) 389-4714,PCY.0001270,"1150 WHALLEY AVE
CT 06515-1790
(41.32911, -72.968379)",1150 WHALLEY AVE,NEW HAVEN,CT,06515-1790,246433,240,1044,7,93
CVS PHARMACY #798,(203) 790-9485,PCY.0001261,"299 WHITE ST
CT 06810-6934
(41.399293, -73.431751)",299 WHITE ST # 305,DANBURY,CT,06810-6934,38436,1,1040,9,34
CVS PHARMACY #7916,(860) 673-8006,PCY.0002036,"292 SPIELMAN HWY
CT 06013-1727
(41.770277, -72.970287)",292 SPIELMAN HWY,BURLINGTON,CT,06013-1727,428875,107,1041,6,20
CVS PHARMACY #7856,(203) 299-5486,PCY.0002278,"281 CONNECTICUT AVE
CT 06854-1938
(41.102854, -73.435069)",281 CONNECTICUT AVE,NORWALK,CT,06854-1938,1179472,155,1040,9,103
CVS PHARMACY #785,(860) 487-2034,PCY.0001674,"632 MIDDLE TPKE
CT 06268-1308
(41.827321, -72.267026)",632 MIDDLE TPKE,STORRS MANSFIELD,CT,06268-1308,199501,33,38,1,78
CVS PHARMACY #775,(203) 287-0835,PCY.0001252,"2045 DIXWELL AVE
CT 06514-2405
(41.367758, -72.920209)",2045 DIXWELL AVE,HAMDEN,CT,06514-2405,38432,197,1044,7,62
CVS PHARMACY #760,(860) 224-3494,PCY.0001242,"713 W MAIN ST
CT 06053-3969
(41.666391, -72.806465)",713 W MAIN ST,NEW BRITAIN,CT,06053-3969,233493,110,1041,1,89
CVS PHARMACY #750,(860) 741-5498,PCY.0001234,"875 ENFIELD ST
CT 06082-3617
(41.998176, -72.594367)",875 ENFIELD ST,ENFIELD,CT,06082-3617,38241,108,1041,1,49
CVS PHARMACY #738,(203) 431-8888,PCY.0001228,"467 MAIN ST
CT 06877-4513
(41.282917, -73.498503)",467 MAIN ST,RIDGEFIELD,CT,06877-4513,38239,43,1040,9,118
CVS PHARMACY #718,(203) 735-7837,PCY.0001239,"24 PERSHING DR
CT 06401-2214
(41.33337, -73.083826)",24 PERSHING DR,ANSONIA,CT,06401-2214,38243,102,1044,4,2
CVS PHARMACY #71,(203) 783-9058,PCY.0002116,"989 BOSTON POST RD
CT 06460-3531
(41.231796, -73.047211)",989 BOSTON POST RD,MILFORD,CT,06460-3531,501304,193,1044,7,84
CVS PHARMACY #7093,(203) 778-7471,PCY.0002003,"47 LAKE AVENUE EXT
CT 06811-5259
(41.386727, -73.488796)",47 LAKE AVENUE EXT,DANBURY,CT,06811-5259,412187,60,1040,9,34
CVS PHARMACY #696,(203) 775-9593,PCY.0001210,"14 CANDLEWOOD LAKE RD
CT 06804-2529
(41.434304, -73.411701)",14 CANDLEWOOD LAKE RD,BROOKFIELD,CT,06804-2529,38227,173,1040,9,18
CVS PHARMACY #692,(203) 239-4071,PCY.0001211,"162 WASHINGTON AVE
CT 06473-1711
(41.398105, -72.853119)",162 WASHINGTON AVE,NORTH HAVEN,CT,06473-1711,225201,168,1044,7,101
CVS PHARMACY #691,(860) 667-1888,PCY.0001229,"1181 MAIN ST
CT 06111-3033
(41.695636, -72.722782)",1181 MAIN ST,NEWINGTON,CT,06111-3033,246428,86,1041,1,94
CVS PHARMACY #6807,(203) 237-8997,PCY.0000423,"153 BROAD ST
CT 06450-6550
(41.525661, -72.799439)",153 BROAD ST,MERIDEN,CT,06450-6550,344688,199,1044,7,80
CVS PHARMACY #671,(860) 236-6181,PCY.0001205,"1099 NEW BRITAIN AVE
CT 06110-2418
(41.731911, -72.729914)",1099 NEW BRITAIN AVE,WEST HARTFORD,CT,06110-2418,38225,213,1041,1,155
CVS PHARMACY #6702,(203) 422-2022,PCY.0002226,"644 W PUTNAM AVE
CT 06830-6088
(41.017195, -73.647863)",644 W PUTNAM AVE,GREENWICH,CT,06830-6088,1041537,215,1040,9,57
CVS PHARMACY #629,(203) 794-9438,PCY.0001212,"146 SOUTH ST
CT 06810-7951
(41.386124, -73.444578)",146 SOUTH ST,DANBURY,CT,06810-7951,38228,1,1040,9,34
CVS PHARMACY #623,(203) 227-7343,PCY.0001244,"397 POST RD E
CT 06880-4401
(41.140163, -73.351807)",397 POST RD E,WESTPORT,CT,06880-4401,38247,179,1040,9,158
CVS PHARMACY #5881,(203) 322-1520,PCY.0002304,"969 HIGH RIDGE RD
CT 06905-1608
(41.104813, -73.548435)",969 HIGH RIDGE RD,STAMFORD,CT,06905-1608,1248309,84,1040,9,135
CVS PHARMACY #5848,(860) 537-0711,PCY.0001817,"119 S MAIN ST
CT 06415-1456
(41.572404, -72.331662)",119 S MAIN ST,COLCHESTER,CT,06415-1456,319819,235,1045,8,28
CVS PHARMACY #5703,(860) 585-0122,PCY.0002221,"60 MIDDLE ST
CT 06010-5201
(41.667477, -72.922511)",60 MIDDLE ST,BRISTOL,CT,06010-5201,1030220,219,1041,4,17
