,HouseID,ParentRespID,RaterHouseID,Valence,Year,academics-oriented,athletics-oriented,conservative,diverse,inclusive,party-oriented,prestigious,safe,service-oriented
482,4.0,139.0,1.0,4.0,2006.0,,,,,,4.0,,,
483,1.0,139.0,1.0,17.0,2006.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0
484,2.0,140.0,1.0,16.0,2017.0,,4.0,,,,5.0,3.0,4.0,
485,3.0,140.0,1.0,19.0,2017.0,,2.0,1.0,3.0,3.0,5.0,4.0,3.0,
486,4.0,140.0,1.0,21.0,2017.0,,4.0,1.0,2.0,3.0,4.0,4.0,5.0,
487,1.0,140.0,1.0,18.0,2017.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0
488,1.0,141.0,4.0,23.0,2019.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,2.0
489,2.0,141.0,4.0,17.0,2019.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0
490,3.0,141.0,4.0,21.0,2019.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0
491,4.0,141.0,4.0,22.0,2019.0,2.0,2.0,1.0,3.0,5.0,4.0,3.0,4.0,2.0
492,1.0,142.0,2.0,12.0,2002.0,,1.0,1.0,,5.0,2.0,1.0,4.0,
493,3.0,142.0,2.0,14.0,2002.0,,2.0,1.0,3.0,2.0,4.0,2.0,2.0,
494,4.0,142.0,2.0,4.0,2002.0,,1.0,4.0,1.0,1.0,1.0,4.0,,
495,2.0,142.0,2.0,20.0,2002.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0
496,2.0,143.0,1.0,12.0,1991.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,1.0,2.0
497,3.0,143.0,1.0,10.0,1991.0,1.0,4.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0
498,4.0,143.0,1.0,16.0,1991.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
499,1.0,143.0,1.0,21.0,1991.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,3.0
