YEAR,ST,State,TopicType,TopicDesc,MeasureDesc,SubMeasure,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Age,Race,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,16.7,0.7,15.2,18.2,7386,Overall,All Ages,White,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB06,1
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,11.7,1.8,8.5,16,356,Overall,All Ages,Multiple Race,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB06,1
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,14.5,0.7,13.1,16,4666,Female,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB06,1
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,18.8,0.9,17,20.8,4612,Male,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB06,1
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.9,0.2,1.5,2.4,9350,Overall,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.5,1,1.9,6.4,247,Overall,All Ages,American Indian/Alaska Native,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.6,0.9,1.3,5.1,331,Overall,All Ages,Asian,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.2,0.8,1.1,4.4,266,Overall,All Ages,African American,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,7.7,2.2,4.2,13.6,420,Overall,All Ages,Hispanic,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.8,0.2,1.4,2.2,7386,Overall,All Ages,White,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.3,0.6,0.5,3.3,356,Overall,All Ages,Multiple Race,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,0.8,0.1,0.6,1.1,4666,Female,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3,0.4,2.3,3.9,4612,Male,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB07,2
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,32.7,1,30.6,34.8,9297,Overall,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,38.1,3.2,31.7,44.9,242,Overall,All Ages,American Indian/Alaska Native,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,22,3.8,15.3,30.6,331,Overall,All Ages,Asian,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,35.7,6.8,23.2,50.5,266,Overall,All Ages,African American,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,39.1,2.6,33.9,44.5,415,Overall,All Ages,Hispanic,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,32.6,1.1,30.4,34.9,7359,Overall,All Ages,White,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,33.3,2.4,28.7,38.4,355,Overall,All Ages,Multiple Race,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,31,1,28.9,33.1,4649,Female,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB08,3
2015,ME,Maine,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,34.2,1.3,31.7,36.9,4584,Male,All Ages,All Races,High School,"(45.254228894000505, -68.98503133599962)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB08,3
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,23,1.5,20.1,26.2,4803,Overall,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,18,6.9,8,35.7,172,Overall,All Ages,Asian,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,18.4,3.4,12.6,26,1342,Overall,All Ages,African American,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,22.3,3.1,16.8,29.1,573,Overall,All Ages,Hispanic,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,23.9,1.8,20.5,27.7,2267,Overall,All Ages,White,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,26.3,5.4,17,38.2,241,Overall,All Ages,Multiple Race,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,19.7,1.8,16.3,23.5,2530,Female,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,26.3,2.1,22.4,30.7,2248,Male,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.3,0.5,1.6,3.4,4803,Overall,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.7,3.6,0.5,22.6,172,Overall,All Ages,Asian,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.1,0.5,0.5,2.8,1342,Overall,All Ages,African American,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.7,1.4,1,7.3,573,Overall,All Ages,Hispanic,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.5,0.5,1.7,3.8,2267,Overall,All Ages,White,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3,1.7,0.9,9.1,241,Overall,All Ages,Multiple Race,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.1,0.3,0.6,2,2530,Female,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.5,0.8,2.3,5.4,2248,Male,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB07,2
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Female,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB08,3
2015,MI,Michigan,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Male,All Ages,All Races,High School,"(44.6613195430005, -84.71439026999968)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,22,1.6,18.7,25.7,1460,Overall,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Asian,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,19.5,3.1,13.7,27,211,Overall,All Ages,African American,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,19.7,2.6,14.8,25.8,136,Overall,All Ages,Hispanic,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,22.2,2.1,18.1,26.9,937,Overall,All Ages,White,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Multiple Race,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,16.5,1.6,13.3,20.3,676,Female,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,27.7,2.1,23.5,32.4,773,Male,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.8,0.6,1.8,4.3,1460,Overall,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Asian,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2,0.8,0.8,4.5,211,Overall,All Ages,African American,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.2,0.7,0.4,4.2,136,Overall,All Ages,Hispanic,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.1,0.7,1.9,4.9,937,Overall,All Ages,White,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Multiple Race,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.4,0.6,0.6,3.6,676,Female,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,4.4,0.7,3,6.2,773,Male,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB07,2
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,40.6,2,36.5,44.9,1445,Overall,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,Asian,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,34.3,3.6,27.1,42.3,210,Overall,All Ages,African American,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,44.3,5.5,33,56.2,132,Overall,All Ages,Hispanic,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,41.7,2.6,36.3,47.2,933,Overall,All Ages,White,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,Multiple Race,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,35,2.7,29.4,41,675,Female,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB08,3
2015,MO,Missouri,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,46.7,3,40.4,53,762,Male,All Ages,All Races,High School,"(38.635790776000476, -92.56630005299968)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB08,3
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,22.9,1.3,20.4,25.6,2077,Overall,All Ages,All Races,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Asian,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,18.6,1.6,15.7,22,950,Overall,All Ages,African American,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,28.4,4.7,19.9,38.8,146,Overall,All Ages,Hispanic,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,25,1.9,21.5,29,715,Overall,All Ages,White,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,32,4.8,23.2,42.4,123,Overall,All Ages,Multiple Race,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,20.3,1.4,17.6,23.3,1084,Female,All Ages,All Races,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB06,1
2015,MS,Mississippi,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,25.2,2,21.4,29.4,968,Male,All Ages,All Races,High School,"(32.745510099000455, -89.53803082499968)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB06,1
