,Issue Datetime,Summons Number,Violation Code,Violation Location,Violation Precinct,House Number,Street Name,Intersecting Street,City & State,Ticket Cost,Ticket Type,Zip Code,Lat,Long
3100,2019-01-12 08:46:00,8580560433,14,79,79,22,Lewis Ave,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11206.0,40.6972061,-73.9383021
3101,2019-01-12 07:50:00,8580560421,19,79,79,746,Myrtle Ave,,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11205.0,40.6947443,-73.95295039999999
3102,2019-01-12 07:43:00,8580459680,20,88,88,318,Lafayette Ave,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11238.0,40.6883635,-73.96296079999999
3103,2019-01-12 06:30:00,8580459667,20,88,88,198,Washington Park,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11205.0,40.69044,-73.9730831
3104,2019-01-12 11:39:00,8580359211,40,79,79,219,Pulaski St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11206.0,40.693376,-73.942527
3105,2019-01-12 17:03:00,8650344999,46,83,83,818,Hart St,,"Brooklyn, NY",115.0,Double parking,11237.0,40.7017043,-73.9228435
3106,2019-01-12 14:30:00,8650344951,16,83,83,229,Knickerbocker Ave,,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11237.0,40.703128,-73.9254192
3107,2019-01-12 14:27:00,8650344940,71,83,83,224,Knickerbocker Ave,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11237.0,40.7029187,-73.92605069999999
3108,2019-01-12 14:21:00,8650344938,38,83,83,278,Knickerbocker Ave,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.7019443,-73.924294
3109,2019-01-12 14:07:00,8650344914,71,83,83,803,Hart St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11237.0,40.7013748,-73.9234443
3110,2019-01-12 14:06:00,8650344902,37,83,83,803,Hart St,,"Brooklyn, NY",35.0,Parking Meter -- Parking in excess of the allowed time ,11237.0,40.7013748,-73.9234443
3111,2019-01-12 14:03:00,8650344896,37,83,83,803,Hart St,,"Brooklyn, NY",35.0,Parking Meter -- Parking in excess of the allowed time ,11237.0,40.7013748,-73.9234443
3112,2019-01-12 13:57:00,8650344872,38,83,83,344,Knickerbocker Ave,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.7008001,-73.9222273
3113,2019-01-12 12:28:00,8650344732,20,83,83,1444,Dekalb Ave,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.7007283,-73.9224684
3114,2019-01-12 16:25:00,8598239471,16,79,79,1279,Fulton St,,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11216.0,40.680684,-73.950193
3115,2019-01-12 16:01:00,8598239446,38,79,79,1413,Fulton St,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11216.0,40.6803409,-73.94466179999999
3116,2019-01-12 15:48:00,8598239434,38,79,79,1540,Fulton St,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11216.0,40.6800354,-73.9396258
3117,2019-01-12 13:24:00,8598239331,38,79,79,1508,Fulton St,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11213.0,40.6796574,-73.9405977
3118,2019-01-12 13:13:00,8598239306,19,79,79,484,Tompkins Ave,,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11216.0,40.6804594,-73.9435252
3119,2019-01-12 13:11:00,8598239290,19,79,79,490,Tompkins Ave,,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11216.0,40.6803216,-73.9434325
3120,2019-01-12 13:07:00,8598239276,38,79,79,1413,Fulton St,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11216.0,40.6803409,-73.94466179999999
3121,2019-01-12 12:37:00,8598239239,38,79,79,1548,Fulton St,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11216.0,40.679575,-73.9389948
3122,2019-01-12 12:36:00,8598239227,38,79,79,1552,Fulton St,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11216.0,40.6797076,-73.9388352
3123,2019-01-12 12:06:00,8598239173,38,79,79,648,Throop Ave,,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11216.0,40.6801055,-73.9405383
3124,2019-01-12 08:12:00,8535588061,74,79,79,600,Gates Ave,,"Brooklyn, NY",65.0,Standing or parking a vehicle without properly showing its current plates on the outside of the vehicle.,11221.0,40.6872121,-73.9409828
3125,2019-01-12 08:12:00,8535588050,71,79,79,600,Gates Ave,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11221.0,40.6872121,-73.9409828
3126,2019-01-12 07:34:00,8535588012,46,79,79,175,Kosciusko St,,"Brooklyn, NY",115.0,Double parking,11216.0,40.6911465,-73.9479565
3127,2019-01-12 07:17:00,8535587998,71,79,79,130,MacDonough St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11216.0,40.681029,-73.941251
3128,2019-01-12 07:09:00,8535587974,74,79,79,138,Macon St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without properly showing its current plates on the outside of the vehicle.,11216.0,40.681304,-73.945403
3129,2019-01-12 06:24:00,8535587883,46,79,79,191,Kosciusko St,,"Brooklyn, NY",115.0,Double parking,11216.0,40.6912821,-73.9473482
3130,2019-01-12 05:32:00,8535587834,14,79,79,366,Putnam Ave,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11216.0,40.6842727,-73.94645469999999
3131,2019-01-12 05:17:00,8535587810,40,79,79,483,Quincy St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.6883318,-73.94045969999999
3132,2019-01-12 05:15:00,8535587809,40,79,79,465,Quincy St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.6882224,-73.9412519
3133,2019-01-12 05:08:00,8535587779,20,79,79,289,Quincy St,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.68735789999999,-73.9490931
3134,2019-01-12 05:02:00,8535587767,40,79,79,690,Greene Ave,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.6894212,-73.94105669999999
3135,2019-01-12 08:52:00,8532936416,20,83,83,661,Central Ave,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11207.0,40.6875374,-73.9062094
3136,2019-01-12 08:02:00,8532936404,40,83,83,298,Eldert St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11237.0,40.6925309,-73.90703340000002
3137,2019-01-12 07:33:00,8532936350,20,83,83,1318,Halsey St,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.6940426,-73.906795
3138,2019-01-12 07:29:00,8532936325,20,83,83,1298,Halsey St,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.693621,-73.907093
3139,2019-01-12 07:25:00,8532936301,20,83,83,1230,Halsey St,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11207.0,40.6920964,-73.9085863
3140,2019-01-12 07:10:00,8532936222,20,83,83,1036,Halsey St,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11207.0,40.68729769999999,-73.9133705
3141,2019-01-12 06:37:00,8532936180,40,83,83,1439,Jefferson Ave,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11237.0,40.6957021,-73.9091054
3142,2019-01-12 06:25:00,8532936143,20,83,83,1380,Jefferson Ave,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.6945672,-73.9097015
3143,2019-01-12 06:12:00,8532936118,14,83,83,551,Evergreen Ave,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11221.0,40.68992,-73.9144294
3144,2019-01-12 06:10:00,8532936106,14,83,83,551,Evergreen Ave,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11221.0,40.68992,-73.9144294
3145,2019-01-12 06:03:00,8532936090,20,83,83,1009,Hancock St,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11221.0,40.68757,-73.916082
3146,2019-01-12 05:43:00,8532936040,40,83,83,140,Menahan St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.6957727,-73.91920879999999
3147,2019-01-12 05:25:00,8532936039,20,83,83,1128,Willoughby Ave,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.70156000000001,-73.9251207
3148,2019-01-12 05:07:00,8532936003,40,83,83,257,Jefferson St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11237.0,40.7034049,-73.927483
3149,2019-01-12 05:03:00,8532935990,71,83,83,228,Jefferson St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11237.0,40.70237729999999,-73.9278763
3150,2019-01-12 08:17:00,1453701990,21,79,79,1341,FULTON ST,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.68048599999999,-73.9476081
3151,2019-01-12 08:10:00,1453701977,21,79,79,1413,FULTON,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.6803409,-73.94466179999999
3152,2019-01-12 08:06:00,1453701965,21,79,79,1543,FULTON ST,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.679975,-73.9395426
3153,2019-01-12 08:06:00,1453701953,21,79,79,1543,FULTON ST,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.679975,-73.9395426
3154,2019-01-12 09:32:00,1453701849,98,79,79,470,DEKALB AVE,,"Brooklyn, NY",95.0,Standing or parking in front of a public or private driveway. ,11205.0,40.6903646,-73.9580811
3155,2019-01-12 09:32:00,1453701837,98,79,79,470,DEKALB AVE,,"Brooklyn, NY",95.0,Standing or parking in front of a public or private driveway. ,11205.0,40.6903646,-73.9580811
3156,2019-01-12 09:32:00,1453701825,98,79,79,470,DEKALB AVE,,"Brooklyn, NY",95.0,Standing or parking in front of a public or private driveway. ,11205.0,40.6903646,-73.9580811
3157,2019-01-12 07:45:00,1453701771,21,79,79,1112,FULTON ST,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11238.0,40.6811133,-73.9565322
3158,2019-01-12 08:35:00,1453697524,21,79,79,523,HEMKIMER STREET,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11213.0,40.6790966,-73.9360402
3159,2019-01-12 08:23:00,1453035448,21,83,83,259,WYCKOFF AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.7014566,-73.9141365
3160,2019-01-12 08:18:00,1453035424,21,83,83,297,WYCKOFF AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.7005906,-73.9126282
3161,2019-01-12 08:16:00,1453035412,21,83,83,299,WYCKOFF AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.70049950000001,-73.9126052
3162,2019-01-12 07:56:00,1453035400,21,83,83,232,WYCKOFF AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.700872,-73.91385679999999
3163,2019-01-12 07:50:00,1453035394,21,83,83,198,WYCKOFF AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.7015803,-73.91520510000001
3164,2019-01-12 07:46:00,1453035382,21,83,83,178,WYCKOFF AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.7020607,-73.9158683
3165,2019-01-12 07:54:00,1453035370,21,83,83,216,WYCKOFF AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.7011561,-73.9145157
3166,2019-01-12 07:46:00,1453031546,21,94,94,152,BEDFORD AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.7188332,-73.9569454
3167,2019-01-12 07:45:00,1453031534,21,94,94,156,BEDFORD AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.7187358,-73.9570173
3168,2019-01-12 09:40:00,1453031327,21,90,90,195,BOERUM ST,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.7063963,-73.9402331
3169,2019-01-12 07:51:00,1453681097,21,83,83,223,KNICKERBOCKER AV,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.70322850000001,-73.92571769999999
3170,2019-01-12 07:45:00,1453681073,21,83,83,268,KNICKERBOCKER AV,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.70215109999999,-73.92466139999999
3171,2019-01-12 23:05:00,1449630595,70,83,83,271,WEIRFIELD ST,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11221.0,40.6928731,-73.90963119999999
3172,2019-01-12 23:05:00,1449630583,20,83,83,271,WEIRFIELD ST,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11221.0,40.6928731,-73.90963119999999
3173,2019-01-12 21:38:00,1449630560,40,83,83,235,SCHAEFER STREET,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11207.0,40.691039,-73.906834
3174,2019-01-12 21:25:00,1449630558,48,83,83,858,KNICKERBOCKER AVE,,"Brooklyn, NY",115.0,"Stopping, standing or parking within a marked bicycle lane.",11207.0,40.6914514,-73.9057928
3175,2019-01-12 21:25:00,1449630546,46,83,83,858,KNICKERBOCKER AVE,,"Brooklyn, NY",115.0,Double parking,11207.0,40.6914514,-73.9057928
3176,2019-01-12 18:45:00,1449630534,46,83,83,709,KNICKERBOCKER AVE,,"Brooklyn, NY",115.0,Double parking,11221.0,40.6944919,-73.910313
3177,2019-01-12 18:30:00,1449630510,20,83,83,1164,HALSEY ST,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11207.0,40.690397,-73.91027199999999
3178,2019-01-12 18:35:00,1449630509,71,83,83,1136,HALSEY ST,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11207.0,40.689611,-73.91105
3179,2019-01-12 18:20:00,1449630492,20,83,83,1122,HALSEY ST,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11207.0,40.68933,-73.9113307
3180,2019-01-12 17:54:00,1449630467,46,83,83,35,ABERDEEN ST,,"Brooklyn, NY",115.0,Double parking,11207.0,40.681925,-73.9063357
3181,2019-01-12 17:00:00,1449630455,20,83,83,1300,HALSEY ST,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.6937277,-73.9070246
3182,2019-01-12 16:35:00,1449630443,20,83,83,1406,PUTNAM AVE,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.695508,-73.9111125
3183,2019-01-12 16:30:00,1449630431,71,83,83,319,WILSON AVE,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11237.0,40.6966201,-73.9182112
3184,2019-01-12 16:42:00,1449629581,20,83,83,1428,PUTNAM AVE,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.696134,-73.910493
3185,2019-01-12 01:30:00,1438414006,40,88,88,21,ST FELIX ST,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11217.0,40.6890894,-73.9776109
3186,2019-01-12 15:00:00,1424258030,98,81,81,455,DECATUR ST,,"Brooklyn, NY",95.0,Standing or parking in front of a public or private driveway. ,11233.0,40.6826193,-73.9250289
3187,2019-01-12 12:28:00,1449802102,40,81,81,707,MACON ST,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11233.0,40.68427579999999,-73.9232026
3188,2019-01-12 08:23:00,1449801547,40,81,81,333,CHAUNCEY STREET,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11233.0,40.6815928,-73.9210791
3189,2019-01-12 06:15:00,1449786832,98,83,83,28,SHAFFER STREET,,"Brooklyn, NY",95.0,Standing or parking in front of a public or private driveway. ,11207.0,40.6850288,-73.9120815
3190,2019-01-12 17:07:00,1449753139,46,88,88,15,HANSON PL,,"Brooklyn, NY",115.0,Double parking,11217.0,40.6852309,-73.9775958
3191,2019-01-12 20:42:00,1449753127,46,88,88,503,MYRTLE AVE,,"Brooklyn, NY",115.0,Double parking,11205.0,40.69376279999999,-73.9647975
3192,2019-01-12 05:55:00,1449642834,40,90,90,349,SCHOLES ST,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11206.0,40.7098681,-73.9341671
3193,2019-01-13 01:40:00,1449719338,78,94,94,108,NORTH HENRY ST,,"Brooklyn, NY",65.0,Parking a Commercial Vehicle on a residential street between 9PM and 5AM unless doing business within 3 blocks. ,11222.0,40.7229286,-73.9428477
3194,2019-01-13 12:06:00,1446674265,27,79,79,552,MARCY AVE,,"Brooklyn, NY",180.0,No parking in a zone reserved for people with disabilities (off-street only).,11206.0,40.696162,-73.94954539999999
3195,2019-01-13 14:12:00,8723263829,71,79,79,745,Bedford Ave,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11205.0,40.6983344,-73.9566011
3196,2019-01-13 14:11:00,8723263817,71,79,79,745,Bedford Ave,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11205.0,40.6983344,-73.9566011
3197,2019-01-13 08:29:00,1453758434,21,81,81,38,HUNTER FLY PL,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11233.0,40.6778268,-73.9284377
3198,2019-01-13 12:10:00,1449893430,21,79,79,552,MARCY AVE,,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.696162,-73.94954539999999
3199,2019-01-13 13:10:00,1446674277,27,79,79,113,NOSTRAND AVE,,"Brooklyn, NY",180.0,No parking in a zone reserved for people with disabilities (off-street only).,11233.0,40.695875,-73.9523236
3200,2019-01-13 12:19:00,8725067874,70,79,79,55,Halsey St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11216.0,40.6817731,-73.9513891
3201,2019-01-13 11:56:00,8725067862,70,79,79,168,Halsey St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11216.0,40.6819305,-73.94708609999999
3202,2019-01-13 11:48:00,8725067850,40,79,79,467,Jefferson Ave,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.684717,-73.939427
3203,2019-01-13 10:58:00,8725067849,19,81,81,318,Lewis Ave,,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11221.0,40.6850704,-73.9356883
3204,2019-01-13 10:26:00,8725067837,71,81,81,896,Madison St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11221.0,40.6877949,-73.921768
3205,2019-01-13 10:24:00,8725067825,46,81,81,845,Madison St,,"Brooklyn, NY",115.0,Double parking,11221.0,40.688191,-73.92237
3206,2019-01-13 10:02:00,8725067813,71,81,81,529,Monroe St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11221.0,40.6872946,-73.93563999999999
3207,2019-01-13 09:49:00,8725067801,71,81,81,693,Monroe St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11221.0,40.6881473,-73.929058
3208,2019-01-13 09:01:00,8725067760,71,83,83,558,Central Ave,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11207.0,40.6901353,-73.91156029999999
3209,2019-01-13 09:00:00,8725067758,40,83,83,537,Central Ave,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11207.0,40.6903693,-73.91116989999999
3210,2019-01-13 08:59:00,8725067746,40,83,83,539,Central Ave,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11207.0,40.690368,-73.911104
3211,2019-01-13 08:39:00,8725067722,40,83,83,1113,Hancock St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.6899136,-73.91377489999999
3212,2019-01-13 08:33:00,8725067709,40,83,83,1235,Hancock St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.6923236,-73.9113307
3213,2019-01-13 08:30:00,8725067692,40,83,83,1245,Hancock St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11221.0,40.6926961,-73.9109632
3214,2019-01-13 08:25:00,8725067680,14,83,83,460,Irving Ave,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11237.0,40.695724,-73.909087
3215,2019-01-13 07:38:00,8725067631,40,83,83,271,Linden St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11237.0,40.6981182,-73.9150624
3216,2019-01-13 07:11:00,8725067620,40,79,79,995,Myrtle Ave,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11206.0,40.6965442,-73.9414604
3217,2019-01-13 07:01:00,8725067618,70,79,79,27,Skillman St,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11205.0,40.6979111,-73.9574276
3218,2019-01-13 06:59:00,8725067606,68,79,79,27,Skillman St,,"Brooklyn, NY",65.0,Not parking as marked on a posted sign,11205.0,40.6979111,-73.9574276
3219,2019-01-13 06:54:00,8725067590,68,79,79,128,Skillman St,,"Brooklyn, NY",65.0,Not parking as marked on a posted sign,11205.0,40.6947013,-73.9572669
3220,2019-01-13 06:51:00,8725067588,73,79,79,239,Skillman St,,"Brooklyn, NY",65.0,"Standing or parking a vehicle showing an expired, damaged, void, fake, or incorrect registration sticker.",11205.0,40.6910839,-73.956125
3221,2019-01-13 06:50:00,8725067576,68,79,79,239,Skillman St,,"Brooklyn, NY",65.0,Not parking as marked on a posted sign,11205.0,40.6910839,-73.956125
3222,2019-01-13 06:47:00,8725067552,68,79,79,277,Skillman St,,"Brooklyn, NY",65.0,Not parking as marked on a posted sign,11205.0,40.6898621,-73.9560544
3223,2019-01-13 16:14:00,8708936249,14,94,94,109,N 5th St,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7175223,-73.95996509999999
3224,2019-01-13 15:18:00,8708936237,14,94,94,110,N 5th St,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7173209,-73.9601167
3225,2019-01-13 15:17:00,8708936225,14,94,94,110,N 5th St,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7173209,-73.9601167
3226,2019-01-13 14:45:00,8708936213,16,94,94,128,N 4th St,,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7166971,-73.96050509999999
3227,2019-01-13 14:45:00,8708936201,14,94,94,119,N 4th St,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7167941,-73.96021019999999
3228,2019-01-13 14:11:00,8708936195,10,94,94,67,West St,,"Brooklyn, NY",115.0,"Stopping, standing or parking where a sign, street marking, or traffic control device does not allow stopping.",11222.0,40.7286593,-73.9592232
3229,2019-01-13 14:09:00,8708936183,10,94,94,67,West St,,"Brooklyn, NY",115.0,"Stopping, standing or parking where a sign, street marking, or traffic control device does not allow stopping.",11222.0,40.7286593,-73.9592232
3230,2019-01-13 13:59:00,8708936160,16,94,94,61,Wythe Ave,,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7218874,-73.9573813
3231,2019-01-13 13:50:00,8708936158,20,94,94,166,Berry St,,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.717233,-73.960674
3232,2019-01-13 13:46:00,8708936146,16,94,94,130,N 4th St,,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7166513,-73.9604638
3233,2019-01-13 13:45:00,8708936134,16,94,94,134,N 4th St,,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.71631410000001,-73.96020229999999
3234,2019-01-13 13:41:00,8708936110,14,94,94,159,N 4th St,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11211.0,40.7158602,-73.9587133
3235,2019-01-13 13:34:00,8708936092,14,94,94,160,Metropolitan Ave,,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7156987,-73.96180559999999
3236,2019-01-13 13:29:00,8708936080,71,90,90,325,Kent Ave,,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11249.0,40.7135177,-73.9669383
3237,2019-01-13 12:47:00,8708936067,40,90,90,156,S 9th St,,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11211.0,40.7084479,-73.9622861
